Date,Open,High,Low,Close,Volume,Adj Close
2010-06-30,70.15,71.12,69.35,69.51,3760500,64.81
2010-06-29,71.77,71.77,69.47,70.13,5116000,65.39
2010-06-28,73.10,73.62,72.38,72.67,2296000,67.76
2010-06-25,72.32,73.11,71.71,72.72,6182400,67.80
2010-06-24,73.65,73.65,71.74,72.03,4137800,67.16
2010-06-23,74.07,74.25,72.39,73.96,4513900,68.96
2010-06-22,76.76,76.87,73.63,73.83,4128400,68.84
2010-06-21,77.26,78.35,76.36,76.83,3801000,71.64
2010-06-18,76.28,76.52,75.81,76.37,4066800,71.21
2010-06-17,75.85,76.37,74.39,76.22,4486300,71.07
2010-06-16,74.61,76.49,74.61,75.12,5123300,70.04
2010-06-15,73.55,75.22,73.27,75.15,3071200,70.07
2010-06-14,74.30,74.50,72.59,72.74,3350800,67.82
2010-06-11,72.07,73.68,71.62,73.55,2737300,68.58
2010-06-10,70.54,72.80,70.54,72.69,3542900,67.77
2010-06-09,69.92,71.94,69.10,69.38,4658800,64.69
2010-06-08,68.36,69.45,67.98,69.33,5083200,64.64
2010-06-07,69.94,69.94,67.98,68.10,3805700,63.50
2010-06-04,71.83,71.84,69.00,69.33,6049600,64.64
2010-06-03,72.97,74.16,72.50,73.22,3955700,68.27
2010-06-02,70.34,72.67,70.33,72.58,4657400,67.67
2010-06-01,70.56,72.41,70.27,70.31,8423300,65.56
2010-05-28,71.45,72.13,70.56,71.43,4052900,66.60
2010-05-27,70.20,71.55,70.20,71.55,5075500,66.71
2010-05-26,69.21,71.33,68.67,70.12,5426900,65.38
2010-05-25,67.17,68.59,67.17,68.57,6058100,63.63
2010-05-24,69.42,70.66,69.07,69.33,3880600,64.33
2010-05-21,65.99,70.33,65.99,69.75,6790600,64.72
2010-05-20,69.92,70.27,67.76,67.94,6168200,63.04
2010-05-19,72.54,73.57,70.22,71.58,5603500,66.42
2010-05-18,74.32,75.00,72.47,72.94,4555500,67.68
2010-05-17,74.56,75.06,72.36,74.30,3943400,68.94
2010-05-14,75.01,75.22,73.54,74.18,3378900,68.83
2010-05-13,76.67,76.79,75.62,75.83,2299600,70.36
2010-05-12,75.32,77.03,74.96,76.72,3306900,71.19
2010-05-11,74.02,75.73,74.02,74.79,3838500,69.40
2010-05-10,73.20,75.30,73.20,74.94,5948400,69.54
2010-05-07,71.95,72.94,69.78,71.07,6325200,65.95
2010-05-06,73.78,74.51,67.61,72.20,6310300,66.99
2010-05-05,74.05,75.58,73.71,74.29,3315300,68.93
2010-05-04,76.44,76.44,74.33,75.06,3275900,69.65
2010-05-03,75.90,77.56,75.90,77.33,2875600,71.75
2010-04-30,77.87,78.61,75.50,75.66,3926900,70.20
2010-04-29,76.87,78.09,76.37,77.65,3550500,72.05
2010-04-28,76.32,76.79,75.51,75.94,3670300,70.46
2010-04-27,76.85,77.58,75.95,76.07,5907600,70.59
2010-04-26,77.04,77.16,76.36,77.11,4346900,71.55
2010-04-23,76.72,77.24,76.42,77.10,5580500,71.54
2010-04-22,76.09,78.03,75.77,76.25,5928000,70.75
2010-04-21,76.73,77.34,76.32,77.03,2582900,71.48
2010-04-20,75.99,76.97,75.86,76.71,3363400,71.18
2010-04-19,75.75,75.91,74.75,75.39,3080000,69.95
2010-04-16,76.98,77.15,74.39,75.95,4292700,70.47
2010-04-15,77.08,77.60,76.82,77.11,2739000,71.55
2010-04-14,76.62,77.55,76.29,77.06,5445800,71.50
2010-04-13,75.14,76.46,74.87,76.20,3792400,70.71
2010-04-12,75.81,75.88,74.53,75.38,2311800,69.94
2010-04-09,75.75,75.98,75.17,75.75,2653400,70.29
2010-04-08,73.34,75.70,73.23,75.55,4949400,70.10
2010-04-07,73.52,73.99,72.27,73.68,4592800,68.37
2010-04-06,73.34,73.85,73.30,73.64,2799000,68.33
2010-04-05,73.77,74.26,73.16,73.81,3349300,68.49
2010-04-01,73.65,74.23,73.04,73.65,2593600,68.34
2010-03-31,73.36,73.61,72.54,73.30,2728100,68.01
2010-03-30,73.81,74.25,73.28,73.61,2693600,68.30
2010-03-29,72.99,73.92,72.77,73.58,2929300,68.27
2010-03-26,72.74,72.98,72.08,72.66,3037000,67.42
2010-03-25,73.55,74.27,72.55,72.67,3982100,67.43
2010-03-24,73.49,73.49,72.35,72.91,3161500,67.65
2010-03-23,74.17,74.24,73.00,73.70,3140100,68.39
2010-03-22,72.83,74.14,72.62,74.00,3191100,68.66
2010-03-19,74.16,74.35,72.79,73.24,5309800,67.96
2010-03-18,72.77,73.96,72.77,73.65,3824300,68.34
2010-03-17,73.66,74.03,72.84,73.21,4389400,67.93
2010-03-16,72.88,73.49,72.75,73.45,3727700,68.15
2010-03-15,72.80,73.18,72.25,72.91,3967400,67.65
2010-03-12,72.80,73.06,72.01,73.00,3520500,67.74
2010-03-11,71.38,72.52,71.33,72.50,5801100,67.27
2010-03-10,70.75,72.03,70.50,71.60,7840300,66.44
2010-03-09,69.26,71.35,69.10,70.84,5144000,65.73
2010-03-08,69.31,69.76,69.06,69.49,2403700,64.48
2010-03-05,68.57,69.32,68.39,69.13,3288500,64.15
2010-03-04,67.58,68.40,67.05,68.06,3310400,63.15
2010-03-03,67.33,68.08,67.10,67.21,3290500,62.36
2010-03-02,67.90,68.10,66.93,67.27,4273100,62.42
2010-03-01,67.74,68.08,67.02,67.70,3797400,62.82
2010-02-26,68.37,68.57,67.35,67.37,6371600,62.51
2010-02-25,65.96,68.52,65.47,68.46,5751900,63.52
2010-02-24,66.32,66.96,66.11,66.88,3391900,62.06
2010-02-23,66.87,66.97,65.86,66.39,4120900,61.35
2010-02-22,66.60,67.09,66.44,66.85,4311600,61.78
2010-02-19,65.24,66.75,65.24,66.57,5126900,61.52
2010-02-18,64.78,65.42,64.60,65.31,2532700,60.35
2010-02-17,65.56,65.66,64.06,64.98,2793900,60.05
2010-02-16,64.00,65.26,63.48,65.16,3770900,60.22
2010-02-12,63.01,63.46,62.44,63.41,3416900,58.60
2010-02-11,61.43,63.85,61.41,63.61,5183900,58.78
2010-02-10,61.76,62.32,60.64,61.71,3468400,57.03
2010-02-09,61.84,62.55,61.38,61.74,2256200,57.06
2010-02-08,62.18,62.45,60.97,60.97,3374700,56.34
2010-02-05,61.13,62.15,60.75,62.10,4833000,57.39
2010-02-04,62.26,62.76,60.91,60.98,3509500,56.35
2010-02-03,63.17,63.89,62.73,62.98,2389900,58.20
2010-02-02,62.49,63.24,62.04,62.93,2399500,58.16
2010-02-01,60.83,62.40,60.81,62.31,4067000,57.58
2010-01-29,62.01,62.60,60.41,60.50,4917000,55.91
2010-01-28,63.91,64.14,61.44,61.54,5515300,56.87
2010-01-27,64.05,64.05,63.00,63.81,3986100,58.97
2010-01-26,63.45,64.50,62.90,64.20,3315200,59.33
2010-01-25,64.58,64.72,63.44,63.75,3601300,58.91
2010-01-22,65.56,66.24,63.51,63.85,5827200,59.01
2010-01-21,63.75,67.48,63.15,65.45,8742100,60.48
2010-01-20,64.03,64.04,61.92,63.73,8341400,58.89
2010-01-19,65.72,65.78,64.75,65.52,2992200,60.55
2010-01-15,66.28,66.39,65.09,65.57,4339000,60.59
2010-01-14,67.12,67.63,65.95,66.38,3076800,61.34
2010-01-13,67.70,67.88,66.55,67.47,3676500,62.35
2010-01-12,67.00,67.53,66.76,67.39,3323500,62.28
2010-01-11,68.50,68.66,67.19,67.59,3059300,62.46
2010-01-08,65.77,68.35,65.60,68.04,3845600,62.88
2010-01-07,66.07,66.44,65.10,65.81,2520200,60.82
2010-01-06,66.27,67.28,66.12,66.40,2681900,61.36
2010-01-05,65.56,66.80,65.34,66.30,3368500,61.27
2010-01-04,64.58,65.42,64.47,65.39,2947100,60.43
2009-12-31,64.75,64.90,63.80,63.90,1470800,59.05
2009-12-30,65.32,65.42,64.82,64.90,1419300,59.98
2009-12-29,65.62,66.01,65.36,65.36,1254000,60.40
2009-12-28,66.20,66.22,65.07,65.66,1175100,60.68
2009-12-24,66.04,66.39,65.76,66.23,666200,61.20
2009-12-23,65.32,66.03,64.87,65.80,1959300,60.81
2009-12-22,64.67,65.19,64.59,65.05,2468400,60.11
2009-12-21,63.95,64.78,63.81,64.75,2664100,59.84
2009-12-18,63.50,63.99,62.85,63.38,3653700,58.57
2009-12-17,64.15,64.21,62.93,63.31,3778600,58.51
2009-12-16,64.58,65.21,64.34,64.48,3860800,59.59
2009-12-15,65.01,65.29,64.50,64.91,2668300,59.98
2009-12-14,64.69,65.40,64.42,65.28,2687200,60.33
2009-12-11,65.12,65.12,63.92,64.18,3201200,59.31
2009-12-10,63.67,64.86,63.67,64.59,4107300,59.69
2009-12-09,63.01,63.74,62.54,63.49,2987300,58.67
2009-12-08,64.42,64.60,63.16,63.35,5207000,58.54
2009-12-07,65.34,65.57,64.82,64.82,4012200,59.90
2009-12-04,65.06,66.00,64.56,65.22,5974700,60.27
2009-12-03,64.78,64.90,64.10,64.20,3157100,59.33
2009-12-02,63.95,65.10,63.95,64.61,2764200,59.71
2009-12-01,64.01,65.01,63.83,64.33,3927800,59.45
2009-11-30,63.41,64.24,62.70,63.26,3673900,58.46
2009-11-27,62.94,63.90,62.37,63.19,1998500,58.40
2009-11-25,64.59,64.79,63.90,64.50,2763500,59.61
2009-11-24,64.90,66.11,64.03,64.41,4675900,59.27
2009-11-23,66.10,66.73,65.86,66.11,3719100,60.84
2009-11-20,64.54,65.25,64.30,65.05,3635500,59.86
2009-11-19,65.59,65.59,64.25,64.67,4130600,59.51
2009-11-18,65.77,66.07,65.09,65.94,3807900,60.68
2009-11-17,64.89,66.04,64.55,65.96,5121000,60.70
2009-11-16,63.61,65.05,63.57,65.05,4648000,59.86
2009-11-13,62.45,63.63,62.45,63.55,2943500,58.48
2009-11-12,63.20,63.68,62.26,62.50,3695000,57.52
2009-11-11,62.51,63.56,62.39,63.09,3345900,58.06
2009-11-10,61.88,62.48,61.39,62.12,5652500,57.17
2009-11-09,62.15,63.20,61.30,62.38,9025800,57.41
2009-11-06,60.43,63.14,60.43,62.36,9039600,57.39
2009-11-05,59.81,60.73,59.18,60.65,6273300,55.81
2009-11-04,60.45,61.19,58.86,59.15,10749100,54.43
2009-11-03,57.81,59.41,57.69,59.41,19705700,54.67
2009-11-02,55.22,56.66,54.20,55.06,6238400,50.67
2009-10-30,56.32,56.85,54.88,55.14,4967100,50.74
2009-10-29,55.72,57.14,55.72,56.48,4507100,51.98
2009-10-28,55.32,56.70,55.32,55.45,7935100,51.03
2009-10-27,58.05,58.50,54.75,55.09,11943500,50.70
2009-10-26,57.96,59.00,57.82,58.05,6839100,53.42
2009-10-23,59.88,60.22,56.42,57.73,17993900,53.13
2009-10-22,62.42,63.31,59.55,61.12,9332300,56.25
2009-10-21,64.04,64.95,62.61,62.92,3973900,57.90
2009-10-20,64.33,64.68,63.48,64.24,3221000,59.12
2009-10-19,63.85,64.48,63.62,64.13,3043700,59.02
2009-10-16,62.15,63.79,62.00,63.53,3413000,58.46
2009-10-15,62.50,63.61,62.00,62.78,4141000,57.77
2009-10-14,60.73,62.91,60.73,62.86,5230300,57.85
2009-10-13,59.37,59.99,58.79,59.91,3972000,55.13
2009-10-12,59.89,60.69,59.19,59.61,2785000,54.86
2009-10-09,59.43,60.07,59.01,59.79,3326600,55.02
2009-10-08,59.29,59.96,58.92,59.45,4514100,54.71
2009-10-07,58.57,59.07,58.22,58.64,2330200,53.96
2009-10-06,59.20,59.55,58.25,58.81,2829400,54.12
2009-10-05,57.43,58.62,57.19,58.37,2887500,53.71
2009-10-02,57.46,58.60,57.06,57.38,4811900,52.80
2009-10-01,59.07,60.20,57.94,58.06,6233500,53.43
2009-09-30,59.27,59.50,57.44,58.35,5471900,53.70
2009-09-29,60.32,60.52,59.05,59.14,2867200,54.42
2009-09-28,60.17,60.66,59.41,60.29,1945800,55.48
2009-09-25,60.27,60.72,59.14,59.50,3798700,54.75
2009-09-24,60.84,61.41,60.00,60.68,3233600,55.84
2009-09-23,62.00,62.25,60.75,60.82,3071400,55.97
2009-09-22,61.85,62.62,61.66,62.00,2742400,57.06
2009-09-21,61.91,62.24,61.25,61.55,2301200,56.64
2009-09-18,62.53,63.19,61.92,62.40,3761600,57.42
2009-09-17,63.11,63.24,62.04,62.35,4291700,57.38
2009-09-16,64.11,64.75,62.54,63.20,4174300,58.16
2009-09-15,62.93,63.96,62.25,63.61,3717200,58.54
2009-09-14,62.02,62.97,61.49,62.78,2296500,57.77
2009-09-11,64.06,64.46,62.00,62.55,5412900,57.56
2009-09-10,62.64,64.15,62.00,63.54,3560000,58.47
2009-09-09,61.70,63.31,61.61,62.25,4244900,57.29
2009-09-08,62.74,62.88,61.60,61.67,4737600,56.75
2009-09-04,59.55,62.43,59.55,62.04,3594300,57.09
2009-09-03,58.84,60.33,58.27,60.03,4747900,55.24
2009-09-02,58.88,59.60,58.56,58.70,3146800,54.02
2009-09-01,59.53,60.91,59.01,59.29,3945200,54.56
2009-08-31,60.09,60.35,59.20,59.81,2479600,55.04
2009-08-28,60.90,61.32,60.21,60.63,2872300,55.79
2009-08-27,60.07,60.92,59.10,60.56,2626200,55.73
2009-08-26,60.75,60.86,59.85,60.38,3164300,55.32
2009-08-25,61.72,62.35,60.76,60.97,2887400,55.86
2009-08-24,62.05,62.30,60.79,61.22,2810100,56.09
2009-08-21,61.70,62.52,60.72,61.95,3611100,56.75
2009-08-20,60.32,61.64,59.76,61.26,3693900,56.12
2009-08-19,58.90,60.38,58.66,59.92,2450600,54.89
2009-08-18,59.16,60.00,58.92,59.55,2325500,54.56
2009-08-17,59.72,59.76,58.31,59.02,2677100,54.07
2009-08-14,61.41,61.42,60.08,60.82,2504400,55.72
2009-08-13,61.20,61.51,60.22,61.51,2276700,56.35
2009-08-12,59.52,61.49,59.52,60.74,4494800,55.65
2009-08-11,58.41,60.21,58.15,60.00,4952400,54.97
2009-08-10,61.04,61.04,59.04,59.27,3348100,54.30
2009-08-07,60.41,62.75,60.27,61.37,4550700,56.22
2009-08-06,59.61,60.52,59.18,59.43,3388300,54.45
2009-08-05,60.48,60.75,58.65,59.26,2392500,54.29
2009-08-04,59.84,60.69,59.33,60.43,3886800,55.36
2009-08-03,58.76,60.57,58.01,60.20,5355700,55.15
2009-07-31,57.15,58.01,56.11,57.52,3413800,52.70
2009-07-30,57.32,58.34,57.01,57.11,3596000,52.32
2009-07-29,55.64,56.48,54.62,56.13,4177500,51.42
2009-07-28,57.24,57.77,55.85,56.56,3685700,51.82
2009-07-27,57.81,58.21,56.42,57.81,3784400,52.96
2009-07-24,58.71,59.00,56.27,57.99,5804600,53.13
2009-07-23,58.70,62.22,58.60,59.15,8968900,54.19
2009-07-22,58.15,60.08,57.91,59.23,5545100,54.26
2009-07-21,59.13,59.61,57.74,58.64,4231600,53.72
2009-07-20,57.22,59.08,57.22,58.25,4737000,53.36
2009-07-17,56.32,57.53,56.12,56.83,3921200,52.06
2009-07-16,55.33,57.00,55.04,56.54,3737400,51.80
2009-07-15,53.97,55.85,53.70,55.66,5480300,50.99
2009-07-14,52.30,53.45,52.07,53.28,5500300,48.81
2009-07-13,50.57,51.35,49.09,51.25,3618900,46.95
2009-07-10,49.28,50.65,49.00,50.37,3961100,46.15
2009-07-09,49.18,50.63,49.18,49.69,4112800,45.52
2009-07-08,49.13,49.50,47.47,48.89,4320600,44.79
2009-07-07,50.51,51.03,48.71,49.03,4984200,44.92
2009-07-06,50.49,50.91,49.64,50.72,4528700,46.47
2009-07-02,52.13,52.13,50.78,50.90,3818300,46.63
2009-07-01,52.24,53.78,52.10,52.75,3802100,48.33
2009-06-30,52.43,53.44,51.31,52.06,3264000,47.69
2009-06-29,53.65,53.75,52.42,52.68,3485700,48.26
2009-06-26,52.93,53.55,52.41,53.30,7439500,48.83
2009-06-25,50.11,53.47,49.76,53.13,4943100,48.67
2009-06-24,49.88,51.40,49.69,50.45,4763400,46.22
2009-06-23,49.30,50.00,48.36,49.49,3527900,45.34
2009-06-22,51.57,51.66,49.14,49.27,4020800,45.14
2009-06-19,51.31,52.37,50.57,52.00,5209000,47.64
2009-06-18,51.47,51.77,50.27,50.77,3884400,46.51
2009-06-17,51.08,52.12,50.50,51.40,4371200,47.09
2009-06-16,51.88,53.18,51.54,51.69,3820700,47.35
2009-06-15,54.00,54.00,50.89,51.60,4561400,47.27
2009-06-12,52.78,54.41,52.66,54.36,3951500,49.80
2009-06-11,53.54,54.36,52.56,53.16,3612900,48.70
2009-06-10,54.34,54.75,52.48,53.43,3190900,48.95
2009-06-09,53.90,55.45,53.49,53.92,3922700,49.40
2009-06-08,52.95,54.69,52.72,54.00,4620300,49.47
2009-06-05,54.55,54.82,53.03,53.80,4169400,49.29
2009-06-04,52.06,53.67,51.41,53.32,4050300,48.85
2009-06-03,52.67,53.19,51.09,51.79,5289600,47.45
2009-06-02,52.26,53.92,51.77,53.00,6059600,48.56
2009-06-01,50.64,53.23,49.78,51.97,7783200,47.61
2009-05-29,45.96,49.32,45.85,49.27,8764400,45.14
2009-05-28,45.75,45.84,44.00,45.56,4928500,41.74
2009-05-27,47.79,48.10,45.22,45.31,7388600,41.51
2009-05-26,46.42,48.86,45.90,47.90,6038700,43.64
2009-05-22,46.02,47.07,46.00,46.16,3529100,42.05
2009-05-21,47.48,47.63,45.58,46.01,5339400,41.91
2009-05-20,48.64,50.40,48.30,48.50,4816000,44.18
2009-05-19,48.68,49.49,47.97,48.17,3567000,43.88
2009-05-18,47.09,48.51,46.63,48.47,5044000,44.15
2009-05-15,45.72,47.61,45.57,46.58,4531900,42.43
2009-05-14,45.93,47.25,45.66,45.90,4598400,41.81
2009-05-13,47.62,47.62,45.66,45.94,6601300,41.85
2009-05-12,49.68,49.97,47.66,48.32,7128300,44.02
2009-05-11,50.70,51.18,49.07,49.34,5203900,44.95
2009-05-08,51.33,52.45,50.85,51.44,7278800,46.86
2009-05-07,53.51,53.51,50.57,51.26,5465200,46.70
2009-05-06,53.08,53.97,51.58,53.00,4164100,48.28
2009-05-05,53.25,53.63,51.21,52.09,6952700,47.45
2009-05-04,50.02,53.58,50.02,53.32,8569300,48.57
2009-05-01,49.10,51.29,48.12,49.98,5788900,45.53
2009-04-30,49.49,50.72,49.06,49.14,6096500,44.77
2009-04-29,47.60,49.90,47.57,48.92,6084400,44.56
2009-04-28,46.97,47.95,45.72,47.11,5102600,42.92
2009-04-27,48.49,48.49,46.61,47.38,6066200,43.16
2009-04-24,49.71,50.40,48.20,49.13,6027400,44.76
2009-04-23,49.12,50.08,47.96,49.55,7600400,45.14
2009-04-22,45.78,49.05,45.53,47.72,8492300,43.47
2009-04-21,45.84,47.51,45.15,47.00,5119400,42.82
2009-04-20,47.51,47.90,45.65,45.98,5736800,41.89
2009-04-17,47.41,49.76,47.34,48.29,7088800,43.99
2009-04-16,47.15,47.99,46.51,47.18,6456400,42.98
2009-04-15,46.60,48.33,45.89,46.59,8636300,42.44
2009-04-14,46.41,47.33,45.58,46.17,5250400,42.06
2009-04-13,45.99,47.28,45.00,46.76,4973600,42.60
2009-04-09,44.94,46.77,44.55,46.30,6378900,42.18
2009-04-08,42.88,44.00,42.63,43.91,4981600,40.00
2009-04-07,43.87,44.15,42.28,42.63,6169600,38.83
2009-04-06,45.68,45.84,43.00,44.06,6974000,40.14
2009-04-03,45.42,46.17,45.10,46.09,9131700,41.99
2009-04-02,42.45,46.39,42.45,45.25,11282100,41.22
2009-04-01,40.68,41.99,39.82,41.60,6075100,37.90
2009-03-31,41.27,41.90,40.10,41.11,5359500,37.45
2009-03-30,41.41,41.84,40.31,40.98,5877300,37.33
2009-03-27,44.01,44.27,42.67,43.00,5167200,39.17
2009-03-26,41.22,44.63,41.01,44.48,8696700,40.52
2009-03-25,42.11,42.81,39.48,40.95,6294100,37.30
2009-03-24,41.48,43.39,40.58,42.16,5910700,38.41
2009-03-23,39.52,42.07,39.44,42.04,6402300,38.30
2009-03-20,40.19,40.35,38.38,38.69,5895100,35.25
2009-03-19,39.94,40.82,39.25,39.47,3745000,35.96
2009-03-18,39.81,40.23,37.72,39.61,7518000,36.08
2009-03-17,39.01,40.10,38.30,40.10,5629600,36.53
2009-03-16,38.70,40.88,37.90,38.93,8923900,35.46
2009-03-13,37.51,38.26,36.64,37.18,3918200,33.87
2009-03-12,36.41,37.57,35.54,37.27,5299800,33.95
2009-03-11,36.11,37.18,35.69,36.54,6039200,33.29
2009-03-10,34.22,36.03,34.22,35.80,9032200,32.61
2009-03-09,34.56,35.27,33.28,33.62,7675300,30.63
2009-03-06,35.68,36.81,34.01,34.98,7114000,31.87
2009-03-05,36.54,36.85,33.77,35.43,11877900,32.28
2009-03-04,37.18,38.55,36.53,37.96,6008500,34.58
2009-03-03,36.20,37.19,35.89,36.57,7320100,33.31
2009-03-02,36.83,36.90,35.45,35.81,7175400,32.62
2009-02-27,36.82,38.75,36.05,37.52,6374300,34.18
2009-02-26,39.05,39.10,37.28,37.43,6723600,34.10
2009-02-25,39.61,39.61,37.09,38.74,8749000,35.29
2009-02-24,37.80,40.31,37.75,39.89,7148800,36.09
2009-02-23,40.34,40.79,37.56,37.75,5273900,34.16
2009-02-20,38.85,40.83,38.22,40.03,6485800,36.22
2009-02-19,39.84,40.94,38.65,39.23,9831500,35.50
2009-02-18,40.81,41.74,40.31,40.96,5213600,37.06
2009-02-17,42.56,42.56,40.28,40.81,7728100,36.93
2009-02-13,43.58,44.37,42.50,43.51,5983500,39.37
2009-02-12,44.74,45.04,41.61,43.35,9703600,39.22
2009-02-11,46.94,46.94,44.41,45.32,6508700,41.01
2009-02-10,49.00,49.30,45.89,46.77,7344600,42.32
2009-02-09,49.33,49.60,47.50,49.30,5173100,44.61
2009-02-06,47.40,50.00,47.00,49.27,6826100,44.58
2009-02-05,45.78,47.59,44.35,47.28,6665800,42.78
2009-02-04,45.73,47.37,45.17,46.16,5951600,41.77
2009-02-03,43.58,45.76,42.79,45.52,5985100,41.19
2009-02-02,43.01,43.60,42.14,43.11,4160500,39.01
2009-01-30,44.75,45.08,43.26,43.79,4953100,39.62
2009-01-29,46.22,46.28,44.38,44.70,4478900,40.44
2009-01-28,45.67,47.46,45.60,46.75,8207400,42.30
2009-01-27,43.31,45.43,42.88,44.98,7102100,40.70
2009-01-26,42.64,44.25,41.71,42.94,5138300,38.85
2009-01-23,42.27,43.52,41.23,42.50,6170600,38.45
2009-01-22,39.33,43.91,38.77,43.25,12133900,39.13
2009-01-21,38.40,41.28,37.84,40.52,9609800,36.66
2009-01-20,39.98,40.00,37.55,37.83,9900300,34.23
2009-01-16,41.85,42.44,40.23,40.42,7947100,36.57
2009-01-15,41.52,42.39,38.85,41.23,12097900,37.31
2009-01-14,43.17,43.89,40.81,41.56,11028200,37.60
2009-01-13,44.96,46.66,43.23,44.24,8534300,40.03
2009-01-12,47.94,48.53,44.98,45.51,8873600,41.18
2009-01-09,49.45,49.95,47.43,48.12,4369400,43.54
2009-01-08,50.02,50.63,48.16,49.28,5504100,44.59
2009-01-07,53.41,53.77,48.91,49.76,7602800,45.02
2009-01-06,52.54,54.66,52.24,54.01,6985200,48.87
2009-01-05,50.69,52.61,49.59,52.05,6260400,47.10
2009-01-02,47.93,50.40,47.75,50.13,4026800,45.36
