Date,Open,High,Low,Close,Volume,Adj Close
2010-06-22,55.11,55.43,54.53,54.58,1735100,53.45
2010-06-21,55.68,56.03,54.77,55.00,2106800,53.86
2010-06-18,55.07,55.29,54.64,55.05,3203300,53.91
2010-06-17,55.20,55.22,54.57,55.01,1349600,53.87
2010-06-16,54.47,55.35,53.23,55.16,2250400,54.01
2010-06-15,53.88,54.56,53.80,54.36,2614100,53.23
2010-06-14,54.03,54.58,53.58,53.66,1831900,52.54
2010-06-11,53.40,54.23,53.27,54.01,1625100,52.89
2010-06-10,53.85,54.23,53.63,54.06,1952200,52.94
2010-06-09,53.28,54.17,53.00,53.22,2569600,52.11
2010-06-08,52.75,53.25,52.26,52.99,2215800,51.89
2010-06-07,53.44,53.59,52.63,52.66,1539800,51.57
2010-06-04,54.32,54.69,53.01,53.18,2565800,52.07
2010-06-03,55.59,55.67,54.80,55.23,2113800,54.08
2010-06-02,54.17,55.10,53.89,55.10,1651500,53.95
2010-06-01,55.36,55.36,54.10,54.17,3228700,53.04
2010-05-28,55.25,56.45,55.09,55.93,2924700,54.77
2010-05-27,54.92,55.35,54.48,55.32,1620000,54.17
2010-05-26,55.18,55.37,54.12,54.23,2795800,53.10
2010-05-25,54.66,54.88,53.58,54.85,2373400,53.71
2010-05-24,55.34,56.67,55.32,55.61,2332500,54.45
2010-05-21,55.28,56.57,54.71,55.83,2893100,54.67
2010-05-20,57.45,57.46,56.07,56.07,1757200,54.90
2010-05-19,58.58,58.81,58.00,58.37,1074300,57.16
2010-05-18,59.17,59.88,58.62,58.70,1159800,57.48
2010-05-17,59.66,60.01,58.15,59.04,2442800,57.81
2010-05-14,60.35,60.58,59.27,59.56,969400,58.32
2010-05-13,60.97,61.20,60.65,60.65,1064800,59.39
2010-05-12,60.93,61.23,60.45,61.10,2274600,59.83
2010-05-11,60.62,61.24,60.06,60.70,1573400,59.44
2010-05-10,60.42,61.44,59.91,60.88,1966200,59.61
2010-05-07,59.42,59.60,57.72,58.50,3506600,57.28
2010-05-06,60.00,61.07,57.67,59.74,4451000,58.50
2010-05-05,59.84,60.34,59.48,60.31,2280700,59.06
2010-05-04,60.68,61.08,60.00,60.24,1440700,58.99
2010-05-03,60.96,61.49,60.58,61.33,707500,60.06
2010-04-30,61.52,61.97,60.50,60.91,1430300,59.64
2010-04-29,61.87,61.97,61.38,61.61,2769000,60.33
2010-04-28,61.13,61.93,60.73,61.45,2461200,60.17
2010-04-27,60.95,61.68,60.63,60.82,2433500,59.56
2010-04-26,62.16,62.50,61.02,61.14,3616400,59.87
2010-04-23,60.66,61.12,60.31,60.97,2322600,59.70
2010-04-22,59.29,60.64,58.50,60.62,2803000,59.36
2010-04-21,61.09,61.09,59.86,60.22,2520700,58.97
2010-04-20,60.66,61.29,60.66,61.18,1973100,59.91
2010-04-19,60.23,60.53,59.66,60.37,1178000,59.12
2010-04-16,60.85,61.11,59.80,60.48,1965200,59.22
2010-04-15,61.48,62.34,60.77,61.00,2644200,59.73
2010-04-14,60.02,61.12,59.73,61.03,2212300,59.76
2010-04-13,59.27,60.15,59.06,60.09,1317800,58.84
2010-04-12,59.55,59.81,59.29,59.34,734800,58.11
2010-04-09,58.99,59.56,58.80,59.55,1064300,58.31
2010-04-08,58.88,59.23,58.60,59.08,1357900,57.85
2010-04-07,58.83,59.45,58.50,59.08,1993700,57.85
2010-04-06,59.27,59.66,58.80,58.95,1856500,57.72
2010-04-05,60.09,60.26,59.35,59.50,1140700,58.26
2010-04-01,59.42,59.99,59.33,59.99,1508300,58.74
2010-03-31,58.90,59.43,58.71,59.20,1962400,57.97
2010-03-30,58.54,59.11,58.28,59.03,1754500,57.80
2010-03-29,57.39,58.68,57.34,58.61,1474700,57.39
2010-03-26,57.70,57.98,57.15,57.31,1223700,56.12
2010-03-25,58.35,58.35,57.46,57.48,1327800,56.29
2010-03-24,58.19,58.63,57.96,58.05,993800,56.84
2010-03-23,58.27,58.61,57.57,58.46,1468100,57.25
2010-03-22,57.01,58.27,56.82,58.20,3306600,56.99
2010-03-19,57.58,57.58,56.23,56.97,2438600,55.79
2010-03-18,57.63,57.79,57.33,57.44,1729100,56.25
2010-03-17,57.84,58.00,57.41,57.64,2172400,56.44
2010-03-16,58.45,58.65,57.39,57.81,1964500,56.61
2010-03-15,58.98,59.35,58.01,58.24,2643900,57.03
2010-03-12,57.44,59.30,57.44,59.24,4746800,58.01
2010-03-11,58.65,58.76,56.10,57.03,9028000,55.84
2010-03-10,58.94,59.07,58.50,58.86,1256400,57.64
2010-03-09,59.18,59.48,59.04,59.11,1202800,57.88
2010-03-08,60.13,60.52,59.51,59.55,1025400,58.31
2010-03-05,58.87,60.30,58.79,60.10,1614200,58.85
2010-03-04,59.15,59.15,58.50,58.78,1172500,57.56
2010-03-03,59.00,59.24,58.72,59.04,869200,57.81
2010-03-02,58.44,59.32,58.23,59.06,964100,57.83
2010-03-01,57.43,58.57,57.28,58.23,1132300,57.02
2010-02-26,57.22,57.76,57.00,57.33,917500,56.14
2010-02-25,57.07,57.32,56.48,57.24,1054200,56.05
2010-02-24,57.47,57.91,57.21,57.44,1071600,56.25
2010-02-23,57.94,58.02,57.02,57.38,820800,56.19
2010-02-22,58.10,58.31,57.73,58.14,701500,56.93
2010-02-19,58.29,58.62,57.65,58.10,1072400,56.89
2010-02-18,58.12,58.49,57.99,58.40,767000,57.19
2010-02-17,58.42,58.54,58.02,58.34,984200,57.13
2010-02-16,57.47,58.36,57.34,58.36,1000200,57.15
2010-02-12,57.05,57.43,56.56,57.24,1156600,56.05
2010-02-11,56.42,57.94,56.42,57.60,2396300,56.40
2010-02-10,56.01,57.22,55.90,56.68,2530800,55.50
2010-02-09,55.89,56.53,55.57,56.08,1519000,54.91
2010-02-08,55.21,56.31,55.21,55.42,1338200,54.27
2010-02-05,55.50,55.59,54.72,55.43,1726900,54.28
2010-02-04,56.59,56.88,55.57,55.62,1619000,54.46
2010-02-03,58.17,58.17,57.06,57.13,1272100,55.94
2010-02-02,57.11,58.52,56.95,58.30,2173500,57.09
2010-02-01,56.46,57.09,55.57,57.03,2072500,55.84
2010-01-29,56.94,56.97,55.35,56.32,3514500,55.15
2010-01-28,58.25,59.28,56.53,56.85,3494800,55.67
2010-01-27,60.47,60.47,58.89,59.88,1655100,58.64
2010-01-26,60.68,61.16,60.42,60.66,1369400,59.40
2010-01-25,61.22,62.15,60.53,60.84,1886100,59.58
2010-01-22,62.10,63.01,60.56,60.59,1666600,59.33
2010-01-21,62.53,63.00,61.19,61.35,1038000,60.07
2010-01-20,63.70,64.77,62.04,62.53,1544600,61.23
2010-01-19,61.94,63.74,61.90,63.71,1656600,62.39
2010-01-15,62.49,62.69,61.45,61.75,1431500,60.47
2010-01-14,62.40,62.87,62.15,62.73,755300,61.43
2010-01-13,62.26,62.79,61.73,62.55,766400,61.25
2010-01-12,63.20,63.56,61.73,62.14,1476200,60.85
2010-01-11,62.40,63.81,62.20,63.36,1426000,62.04
2010-01-08,61.81,62.84,61.10,61.99,2149500,60.70
2010-01-07,62.85,63.70,62.16,63.32,1683500,62.00
2010-01-06,62.06,62.12,61.47,61.90,1277300,60.61
2010-01-05,61.32,61.98,60.65,61.92,1718100,60.63
2010-01-04,59.31,60.14,59.31,60.02,782400,58.77
2009-12-31,59.65,59.89,59.05,59.11,562300,57.88
2009-12-30,60.14,60.22,59.56,59.76,577100,58.52
2009-12-29,60.28,60.46,60.02,60.18,590200,58.93
2009-12-28,60.28,60.52,59.96,60.34,545200,59.09
2009-12-24,60.14,60.31,60.01,60.27,234500,59.02
2009-12-23,59.64,60.11,59.21,60.07,764300,58.82
2009-12-22,58.80,59.50,58.80,59.44,619300,58.20
2009-12-21,58.65,59.48,58.65,58.88,674100,57.66
2009-12-18,58.26,58.74,57.55,58.47,1798700,57.25
2009-12-17,59.14,59.35,58.65,58.68,1429000,57.46
2009-12-16,59.86,60.64,59.27,59.36,1563000,58.13
2009-12-15,59.88,60.50,59.42,60.07,1408800,58.82
2009-12-14,59.50,60.23,59.50,59.88,947000,58.64
2009-12-11,59.10,59.59,59.07,59.36,1173200,58.13
2009-12-10,58.31,59.48,58.20,59.21,1103700,57.98
2009-12-09,58.29,58.50,57.42,57.91,1579200,56.71
2009-12-08,58.61,58.87,57.99,58.43,2048900,57.22
2009-12-07,58.61,59.65,58.61,59.12,961700,57.89
2009-12-04,58.39,59.12,58.13,58.91,1406800,57.69
2009-12-03,58.90,59.44,58.09,58.14,3187200,56.93
2009-12-02,58.74,59.24,58.65,58.97,1663100,57.74
2009-12-01,59.51,59.68,58.56,58.75,2049500,57.53
2009-11-30,58.93,59.41,58.45,59.17,1957800,57.94
2009-11-27,57.93,59.07,56.83,58.52,958800,57.30
2009-11-25,58.55,59.31,58.39,59.11,1431200,57.88
2009-11-24,58.11,58.47,57.46,58.34,1515400,57.13
2009-11-23,57.21,58.20,57.04,57.96,1460500,56.76
2009-11-20,56.61,57.06,55.64,56.92,2145200,55.74
2009-11-19,57.79,58.08,56.33,56.86,1997500,55.68
2009-11-18,57.09,58.21,57.09,58.03,2568800,56.82
2009-11-17,55.55,56.95,55.51,56.75,1977100,55.57
2009-11-16,55.76,56.17,55.61,55.79,1860300,54.63
2009-11-13,55.07,56.04,54.92,55.59,2363100,54.43
2009-11-12,55.27,55.83,54.93,55.16,1272300,54.01
2009-11-11,56.10,56.27,54.90,55.32,1370700,54.17
2009-11-10,54.70,55.83,54.70,55.71,861700,54.55
2009-11-09,53.83,54.99,53.74,54.94,1142900,53.80
2009-11-06,54.25,54.64,53.68,53.77,1371600,52.65
2009-11-05,53.49,54.61,53.49,54.50,1123600,53.37
2009-11-04,52.50,53.94,52.50,53.15,1674500,52.05
2009-11-03,52.64,52.86,52.17,52.43,1684800,51.34
2009-11-02,52.62,53.33,52.28,52.77,1297400,51.67
2009-10-30,53.34,53.93,52.23,52.57,1679900,51.48
2009-10-29,54.77,54.77,52.86,53.57,1264000,52.46
2009-10-28,54.18,54.28,52.97,53.10,1975800,52.00
2009-10-27,54.21,55.15,54.20,54.30,1755900,53.17
2009-10-26,55.10,55.76,54.00,54.26,2258700,53.13
2009-10-23,54.85,55.61,54.50,54.71,2236100,53.57
2009-10-22,53.71,55.31,52.25,55.04,4231600,53.90
2009-10-21,51.91,53.72,51.65,52.23,4665400,51.14
2009-10-20,51.83,51.90,50.68,50.95,1957000,49.89
2009-10-19,51.90,52.11,51.65,51.91,1754000,50.83
2009-10-16,51.89,52.49,51.49,51.92,2201300,50.84
2009-10-15,51.86,52.35,51.76,52.14,1290600,51.06
2009-10-14,52.42,52.59,51.44,52.04,2676500,50.96
2009-10-13,52.52,52.66,52.04,52.23,1871700,51.14
2009-10-12,52.42,52.55,52.18,52.49,1318900,51.40
2009-10-09,51.10,52.48,50.61,52.38,2451800,51.29
2009-10-08,51.82,52.47,51.66,52.00,4092400,50.92
2009-10-07,51.24,51.71,51.20,51.60,2285800,50.53
2009-10-06,50.61,51.52,49.14,51.45,4514500,50.38
2009-10-05,51.39,52.60,51.27,52.45,2255500,51.36
2009-10-02,52.39,52.44,51.46,51.50,4475500,50.43
2009-10-01,53.40,53.46,52.75,52.75,3457500,51.65
2009-09-30,54.99,55.25,53.21,53.45,3463800,52.34
2009-09-29,53.86,54.00,53.18,53.60,3906300,52.49
2009-09-28,53.04,54.55,53.01,53.91,2847700,52.79
2009-09-25,52.22,53.48,52.08,52.92,4116200,51.82
2009-09-24,52.82,52.87,51.96,52.11,3696500,51.03
2009-09-23,52.58,53.20,51.95,52.83,3259700,51.73
2009-09-22,52.67,53.04,52.17,52.43,2505100,51.34
2009-09-21,51.55,53.70,51.45,52.68,3030700,51.59
2009-09-18,50.73,51.26,50.51,51.12,1866900,50.06
2009-09-17,51.07,51.34,50.38,50.70,1948100,49.65
2009-09-16,50.89,51.28,50.68,51.26,1619500,50.19
2009-09-15,50.62,51.17,50.16,50.89,1885600,49.83
2009-09-14,50.58,50.65,49.83,50.62,1295800,49.57
2009-09-11,49.92,51.03,49.74,50.59,2549700,49.54
2009-09-10,49.77,49.96,49.11,49.96,1156500,48.92
2009-09-09,48.82,50.40,48.82,49.55,2450300,48.52
2009-09-08,49.14,49.22,48.56,48.95,2876500,47.93
2009-09-04,47.33,49.94,47.20,49.11,5271300,48.09
2009-09-03,46.50,47.50,46.18,47.44,2538600,46.45
2009-09-02,46.39,46.61,46.01,46.24,1807600,45.28
2009-09-01,47.14,47.63,46.28,46.60,2269300,45.63
2009-08-31,47.77,48.10,46.99,47.35,1774100,46.37
2009-08-28,48.73,48.78,47.23,47.96,1502000,46.96
2009-08-27,48.48,48.64,47.80,48.56,1526000,47.55
2009-08-26,47.89,48.96,47.82,48.55,2025000,47.54
2009-08-25,47.95,48.59,47.61,48.14,2323500,47.14
2009-08-24,48.44,49.00,47.86,47.96,2177600,46.96
2009-08-21,46.97,47.75,46.82,47.24,2091400,46.26
2009-08-20,45.78,47.00,45.60,46.70,2471500,45.73
2009-08-19,44.66,45.85,44.66,45.69,1126600,44.74
2009-08-18,44.87,45.18,44.53,44.89,937500,43.96
2009-08-17,44.87,45.36,44.54,44.94,1225200,44.01
2009-08-14,45.23,45.83,44.95,45.33,1210600,44.39
2009-08-13,45.49,45.50,44.61,45.41,1802900,44.47
2009-08-12,45.15,45.91,44.89,45.49,1864200,44.54
2009-08-11,45.93,46.24,45.32,45.37,2067700,44.43
2009-08-10,45.14,46.51,45.01,46.10,1915900,45.14
2009-08-07,46.36,46.69,44.89,45.30,3051300,44.36
2009-08-06,46.28,46.29,45.61,46.08,1101800,45.12
2009-08-05,46.70,46.76,45.89,46.41,1133900,45.45
2009-08-04,46.30,46.70,46.24,46.59,1037700,45.62
2009-08-03,46.88,46.88,45.88,46.50,2178400,45.53
2009-07-31,45.78,46.79,45.55,46.60,2115900,45.63
2009-07-30,46.93,46.93,45.53,45.65,2144200,44.70
2009-07-29,45.85,47.00,45.74,46.65,2476700,45.68
2009-07-28,45.28,46.42,45.02,46.37,3014500,45.41
2009-07-27,44.71,45.37,44.44,45.30,2179200,44.36
2009-07-24,44.47,44.72,43.51,44.62,3098700,43.69
2009-07-23,43.70,44.71,42.77,43.17,6646500,42.27
2009-07-22,41.97,43.29,41.79,42.62,3127600,41.73
2009-07-21,41.96,42.49,41.38,42.07,1887400,41.20
2009-07-20,41.82,41.94,41.30,41.73,1164500,40.86
2009-07-17,42.32,42.58,41.37,41.57,1782700,40.71
2009-07-16,41.16,42.76,41.11,42.59,1981600,41.70
2009-07-15,40.86,41.57,40.81,41.31,2239900,40.45
2009-07-14,40.44,40.92,39.92,40.70,2957700,39.85
2009-07-13,38.55,40.96,38.55,40.59,2502600,39.75
2009-07-10,39.51,39.77,38.82,39.24,1840300,38.42
2009-07-09,40.27,40.89,39.28,39.76,2316300,38.93
2009-07-08,39.89,40.28,39.60,40.04,2514900,39.21
2009-07-07,39.96,40.24,39.66,39.75,2128200,38.92
2009-07-06,40.15,40.54,39.90,40.27,2428200,39.43
2009-07-02,41.37,41.87,40.21,40.22,2696400,39.38
2009-07-01,42.52,42.58,41.79,41.87,1903200,41.00
2009-06-30,42.89,42.89,42.23,42.60,1775900,41.71
2009-06-29,43.05,43.15,42.44,42.99,962200,42.10
2009-06-26,42.71,43.30,41.96,43.10,3583000,42.20
2009-06-25,41.69,43.60,41.49,42.92,2449400,42.03
2009-06-24,42.24,42.46,41.54,41.69,3361800,40.82
2009-06-23,41.99,42.74,41.87,42.07,1576800,41.20
2009-06-22,42.06,42.45,41.84,41.98,2331500,41.11
2009-06-19,41.55,42.75,41.55,42.47,4480900,41.59
2009-06-18,40.90,41.73,40.64,41.33,3824900,40.47
2009-06-17,40.68,41.31,40.66,40.91,2291000,40.06
2009-06-16,40.72,41.31,40.20,40.66,2712200,39.81
2009-06-15,41.95,42.09,40.41,40.56,2180000,39.72
2009-06-12,42.55,43.12,42.21,42.47,1383300,41.59
2009-06-11,41.90,43.03,41.90,42.56,1832900,41.68
2009-06-10,42.75,43.05,41.81,42.02,1824500,41.15
2009-06-09,42.98,43.40,42.33,42.40,1921400,41.52
2009-06-08,43.07,43.60,42.56,42.71,2372600,41.82
2009-06-05,44.17,44.55,43.40,43.48,1606400,42.58
2009-06-04,45.13,45.20,43.78,44.15,1952800,43.23
2009-06-03,45.61,45.80,44.69,45.09,2122800,44.15
2009-06-02,45.66,46.60,45.66,46.02,1577700,45.06
2009-06-01,44.87,45.95,44.87,45.71,1230700,44.76
2009-05-29,44.05,44.59,43.76,44.55,2725900,43.62
2009-05-28,45.19,45.70,43.90,44.12,2217300,43.20
2009-05-27,45.10,46.05,44.86,44.97,1964200,44.04
2009-05-26,44.08,45.42,43.47,45.29,1673300,44.35
2009-05-22,44.21,44.85,43.92,44.26,1101400,43.34
2009-05-21,44.89,44.97,44.07,44.32,1236100,43.40
2009-05-20,45.55,46.00,45.27,45.35,1883400,44.41
2009-05-19,44.31,45.56,44.31,45.34,2355700,44.40
2009-05-18,43.82,44.52,43.53,44.49,2110400,43.57
2009-05-15,43.65,44.13,43.35,43.71,1656200,42.80
2009-05-14,43.04,43.97,42.95,43.81,1867200,42.90
2009-05-13,43.89,44.14,42.79,42.89,3026300,42.00
2009-05-12,45.25,45.76,43.71,44.32,3202400,43.40
2009-05-11,45.77,46.35,45.00,45.24,2755400,44.30
2009-05-08,46.64,47.41,46.30,46.66,2001100,45.69
2009-05-07,45.01,46.60,44.19,46.29,4052700,45.33
2009-05-06,43.94,45.05,43.49,44.60,2908300,43.67
2009-05-05,43.84,44.51,43.49,43.77,1649200,42.86
2009-05-04,43.62,44.33,43.13,44.26,2736300,43.34
2009-05-01,43.92,44.21,42.80,43.10,2393100,42.20
2009-04-30,44.53,45.06,43.64,43.99,2208200,43.08
2009-04-29,43.86,44.83,43.31,44.23,1691600,43.31
2009-04-28,43.67,43.92,42.87,43.36,2296000,42.46
2009-04-27,43.55,44.51,43.11,43.79,2095500,42.88
2009-04-24,43.21,44.97,43.05,44.62,3217400,43.69
2009-04-23,42.31,44.02,42.22,42.74,3452700,41.85
2009-04-22,41.63,43.02,41.58,42.29,2178600,41.41
2009-04-21,41.72,42.41,41.02,42.21,2483600,41.33
2009-04-20,42.46,43.46,41.77,41.93,3229500,41.06
2009-04-17,41.57,43.13,41.50,42.96,2413600,42.07
2009-04-16,41.65,41.71,40.83,41.40,1872500,40.54
2009-04-15,40.85,41.46,40.32,41.21,2699300,40.35
2009-04-14,39.09,41.56,38.96,41.35,3890600,40.49
2009-04-13,38.42,39.46,38.24,39.24,1424300,38.42
2009-04-09,39.49,39.49,38.07,38.78,1918500,37.97
2009-04-08,37.73,39.05,37.43,37.74,2037400,36.96
2009-04-07,36.50,37.59,36.35,37.03,1377700,36.26
2009-04-06,36.16,37.12,36.16,37.03,1952900,36.26
2009-04-03,38.27,38.37,36.55,36.85,2338500,36.08
2009-04-02,37.44,38.67,37.13,38.13,1909200,37.34
2009-04-01,36.33,36.94,35.36,36.88,1813700,36.11
2009-03-31,36.85,37.16,36.40,36.50,2360100,35.74
2009-03-30,37.17,37.55,36.19,36.65,1781900,35.89
2009-03-27,37.33,38.00,36.92,37.84,1582000,37.05
2009-03-26,36.87,37.53,36.10,37.53,1740300,36.75
2009-03-25,36.16,37.19,35.46,36.44,1743100,35.68
2009-03-24,35.90,36.71,35.73,36.26,1656700,35.51
2009-03-23,35.67,36.30,34.89,36.30,2229900,35.55
2009-03-20,35.18,35.94,34.69,34.98,2245600,34.25
2009-03-19,36.80,37.07,35.00,35.16,2530800,34.43
2009-03-18,36.24,37.42,36.16,36.91,2441400,36.14
2009-03-17,36.60,37.04,36.13,36.60,2081200,35.84
2009-03-16,36.35,37.95,36.34,36.83,2550900,36.06
2009-03-13,35.34,36.63,35.13,36.48,3100600,35.72
2009-03-12,33.40,35.44,33.17,35.27,2836700,34.54
2009-03-11,33.61,34.17,33.03,33.52,2350000,32.82
2009-03-10,32.46,33.59,32.15,33.44,3316500,32.75
2009-03-09,32.30,33.12,31.83,32.13,3379500,31.46
2009-03-06,31.68,33.46,30.67,32.66,5565200,31.98
2009-03-05,34.42,34.42,32.81,33.05,3692000,32.36
2009-03-04,34.68,35.75,34.06,35.13,3414200,34.40
2009-03-03,34.10,34.85,33.10,34.16,3083700,33.45
2009-03-02,34.54,34.57,33.61,33.74,4181600,33.04
2009-02-27,36.95,37.68,35.01,35.02,4140200,34.29
2009-02-26,39.04,39.32,36.84,37.17,4042100,36.40
2009-02-25,39.54,39.67,38.47,38.61,2824000,37.81
2009-02-24,39.64,40.56,39.09,39.73,2315900,38.90
2009-02-23,40.17,40.62,39.35,39.68,2787800,38.86
2009-02-20,40.22,40.22,39.26,39.89,2705600,39.06
2009-02-19,40.31,40.94,39.93,40.46,2988800,39.62
2009-02-18,39.51,40.17,39.16,39.99,2053700,39.16
2009-02-17,40.03,40.34,39.53,39.74,2510600,38.91
2009-02-13,41.00,41.53,40.80,41.06,1453700,40.21
2009-02-12,40.79,40.89,39.24,40.84,2464900,39.99
2009-02-11,39.45,40.28,39.25,40.26,2249500,39.42
2009-02-10,39.79,40.29,38.75,39.34,2700000,38.52
2009-02-09,40.04,40.29,39.30,40.18,1680300,39.34
2009-02-06,39.04,40.77,38.01,40.17,3331900,39.34
2009-02-05,38.01,38.80,37.13,38.74,3270200,37.93
2009-02-04,37.21,38.82,37.09,38.36,3107100,37.56
2009-02-03,36.78,37.35,36.05,37.17,2683300,36.40
2009-02-02,36.30,36.88,36.05,36.49,2928300,35.73
2009-01-30,37.91,38.00,36.19,36.40,3973900,35.64
2009-01-29,37.16,38.32,36.33,37.82,8961800,37.03
2009-01-28,43.97,44.36,42.62,43.05,3116000,42.16
2009-01-27,39.98,42.26,39.74,42.01,4276100,41.14
2009-01-26,39.38,40.35,39.38,39.66,2258700,38.84
2009-01-23,39.24,39.78,38.74,39.32,2324500,38.50
2009-01-22,38.83,40.25,38.66,39.94,2741800,39.11
2009-01-21,38.69,39.49,38.51,39.47,2828700,38.65
2009-01-20,40.46,40.79,38.50,38.50,4077800,37.70
2009-01-16,41.14,41.17,40.17,40.54,2996400,39.70
2009-01-15,40.47,40.91,39.88,40.70,2316900,39.85
2009-01-14,40.28,40.98,39.77,40.53,2135100,39.69
2009-01-13,40.89,42.32,40.79,40.98,2935200,40.13
2009-01-12,41.89,41.90,40.64,41.07,1465500,40.22
2009-01-09,42.03,42.17,41.45,41.89,1996600,41.02
2009-01-08,40.12,41.54,39.49,41.39,1815100,40.53
2009-01-07,41.39,41.39,40.07,40.31,1259700,39.47
2009-01-06,41.57,41.85,40.90,41.66,1564700,40.79
2009-01-05,41.64,41.69,40.71,40.90,887400,40.05
2009-01-02,40.84,41.90,39.93,41.76,1114500,40.89
